DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
7959578,3,2,2.0,2.0,1,1,2,3,1,1.0,30000.0,1
7959579,3,3,9.0,2.0,1,1,2,2,1,1.0,10000.0,1
7959590,2,2,9.0,2.0,1,1,2,1,1,1.0,13000.0,1
7959595,3,3,10.0,2.0,1,1,2,3,1,1.0,60000.0,1
7959605,3,3,2.0,2.0,1,1,2,1,1,1.0,3500.0,1
7959609,2,2,2.0,2.0,2,1,1,1,2,2.0,,2
7959634,3,2,1.0,1.0,1,1,2,1,1,1.0,30000.0,4
7959643,3,3,1.0,1.0,1,1,2,1,1,1.0,24000.0,4
7959645,3,3,1.0,1.0,2,1,2,2,1,,,4
7959646,2,2,1.0,2.0,1,1,2,1,3,,,4
7959679,3,1,,2.0,2,1,2,2,1,1.0,23000.0,1
7959680,3,2,9.0,2.0,1,1,2,1,1,1.0,12000.0,1
7959699,3,3,9.0,2.0,1,1,2,1,1,1.0,35000.0,1
7959712,3,3,9.0,1.0,2,1,2,2,1,1.0,10000.0,1
7959720,3,3,9.0,2.0,1,1,2,1,1,1.0,26000.0,1
7959722,2,2,2.0,2.0,1,1,2,1,1,1.0,16000.0,1
7959723,2,2,9.0,1.0,1,1,2,3,1,1.0,36000.0,1
7959726,3,3,9.0,2.0,1,1,2,2,1,1.0,9000.0,4
7959727,3,3,9.0,1.0,1,1,2,1,1,1.0,22000.0,4
7959736,3,3,1.0,2.0,2,1,2,4,1,1.0,77000.0,1
7959737,2,2,9.0,1.0,1,1,2,1,3,,,4
7959738,3,2,4.0,2.0,2,1,2,1,1,,,1
7959754,3,2,9.0,2.0,1,1,2,2,1,,,1
7959765,3,3,9.0,2.0,1,1,2,3,1,1.0,38000.0,4
7959782,2,2,3.0,2.0,1,1,2,1,1,1.0,9000.0,4
7959785,2,2,9.0,2.0,1,1,2,2,3,1.0,20000.0,4
7959788,3,3,2.0,2.0,1,1,2,3,1,1.0,30000.0,4
7959790,3,3,9.0,2.0,1,1,2,2,1,1.0,32000.0,4
7959795,2,2,9.0,1.0,1,1,2,2,3,,,4
7959818,3,2,1.0,1.0,1,1,2,2,3,,,4
7959822,2,2,2.0,1.0,1,1,2,2,3,,,4
7959823,3,3,9.0,1.0,1,2,2,1,3,,,4
7959839,3,3,9.0,1.0,1,1,2,1,3,,,4
7959840,3,3,10.0,1.0,1,1,2,2,3,,,4
7959880,2,2,1.0,1.0,1,1,2,1,1,1.0,21860.0,4
7959882,2,2,2.0,1.0,1,1,2,1,3,,,4
7959893,2,2,2.0,1.0,1,1,2,3,1,1.0,22000.0,4
7959929,2,1,,2.0,1,1,2,2,1,1.0,37053.0,4
7959930,3,2,9.0,2.0,1,1,2,2,3,1.0,25000.0,4
7959931,3,3,2.0,2.0,1,1,2,1,3,1.0,35000.0,4
7959938,3,3,9.0,1.0,1,2,2,1,3,1.0,9900.0,4
7959939,2,2,1.0,2.0,1,1,2,1,1,1.0,42000.0,4
7959940,2,2,1.0,2.0,3,1,2,1,3,,,4
7959943,2,3,10.0,1.0,1,1,2,2,3,1.0,30000.0,4
7959991,2,2,2.0,2.0,1,1,2,2,1,1.0,17283.0,1
7969574,2,2,9.0,1.0,1,1,2,2,3,,,4
7969575,2,2,2.0,1.0,1,1,2,2,3,,,3
7969576,2,2,1.0,1.0,1,1,2,2,1,1.0,63000.0,3
7969577,3,3,9.0,1.0,1,2,2,2,3,,,3
7969591,3,2,9.0,1.0,1,2,2,2,3,,,4
7969597,2,2,2.0,2.0,1,1,2,2,1,1.0,80000.0,1
7969599,2,2,10.0,2.0,2,1,2,2,1,1.0,15000.0,1
7969604,3,3,1.0,1.0,1,1,2,3,1,1.0,36000.0,1
7969605,3,3,10.0,1.0,1,2,2,2,1,1.0,12000.0,1
7969607,3,3,10.0,1.0,1,1,2,3,1,1.0,15000.0,1
7969608,2,2,6.0,2.0,1,1,2,2,1,1.0,25000.0,1
7969610,3,2,1.0,1.0,2,1,2,1,3,,,4
7969611,1,2,10.0,9.0,1,1,2,2,1,1.0,24315.0,1
7969613,2,2,1.0,2.0,1,1,2,3,1,1.0,45000.0,1
7969614,2,2,9.0,1.0,1,1,2,3,4,,,4
7969616,3,3,2.0,2.0,2,1,2,2,1,1.0,20000.0,1
7969617,2,2,4.0,1.0,1,1,2,2,1,1.0,20000.0,1
7969622,2,2,4.0,1.0,1,1,2,2,1,1.0,12000.0,1
7969627,2,2,4.0,2.0,2,1,2,2,1,1.0,11500.0,1
7969649,2,2,9.0,1.0,1,1,1,1,3,1.0,30000.0,4
7969651,3,3,9.0,2.0,1,1,2,2,3,1.0,98.0,4
7969652,1,1,,2.0,1,1,2,2,1,1.0,160000.0,1
7969653,2,2,10.0,2.0,2,1,2,1,1,3.0,,1
7969660,3,3,9.0,1.0,1,2,2,1,3,1.0,21000.0,4
7969664,3,3,9.0,1.0,1,2,2,2,3,,,4
7969665,3,3,1.0,2.0,1,1,2,1,1,1.0,12500.0,1
7969668,2,2,1.0,9.0,1,1,2,2,1,1.0,20000.0,1
7969669,3,3,9.0,2.0,1,2,2,2,3,,,4
7969670,2,2,3.0,2.0,2,1,2,1,1,1.0,6000.0,1
7969671,2,2,1.0,2.0,1,1,2,2,3,,,4
7969672,3,3,9.0,2.0,1,1,2,1,1,,,4
7969681,2,2,10.0,1.0,1,2,2,1,1,1.0,120000.0,4
7969682,3,3,1.0,2.0,2,1,2,1,1,1.0,25000.0,1
7969690,2,2,10.0,2.0,1,2,2,1,1,1.0,30000.0,1
7969698,3,3,1.0,2.0,1,1,2,3,1,1.0,16000.0,1
7969738,2,2,9.0,2.0,2,2,2,1,4,,,4
7969741,3,3,1.0,1.0,1,1,2,2,3,,,4
7969742,3,2,2.0,2.0,1,1,2,3,3,,,3
7969763,2,2,10.0,2.0,1,1,2,3,1,1.0,114000.0,3
7969765,3,2,9.0,1.0,1,1,2,2,3,,,4
7969766,2,2,4.0,2.0,1,1,2,1,1,1.0,6000.0,1
7969770,3,3,9.0,1.0,1,2,2,1,3,,,4
7969771,2,2,6.0,1.0,1,1,2,2,3,,,4
7969772,2,2,3.0,1.0,1,1,2,1,3,,,4
7969773,2,3,2.0,1.0,2,1,2,1,3,,,1
7969774,2,2,9.0,1.0,1,2,2,1,3,,,4
7969775,3,2,10.0,1.0,1,2,2,1,3,,,4
7969776,2,2,9.0,1.0,1,1,2,3,3,,,4
7969777,3,1,,1.0,1,1,2,2,3,,,4
7969778,2,2,10.0,1.0,1,1,2,1,3,,,4
7969779,3,3,2.0,1.0,1,1,2,2,3,3.0,,1
7969780,2,2,3.0,1.0,1,1,2,2,3,,,4
7969783,2,2,2.0,1.0,1,1,2,2,1,,,4
7969784,2,2,10.0,1.0,1,1,2,1,3,,,4
7969787,3,3,10.0,1.0,1,1,2,4,3,,,4
7969788,2,2,9.0,1.0,1,1,2,2,1,,,4
7969790,3,3,2.0,2.0,1,1,2,2,1,1.0,64480.0,1
7969804,2,2,1.0,1.0,1,1,2,2,1,,,4
7969806,3,3,9.0,1.0,1,2,2,1,1,,,4
7969807,2,2,2.0,2.0,1,1,2,1,1,,,4
7969808,2,2,9.0,1.0,1,1,2,1,1,,,4
7969809,2,2,2.0,1.0,1,1,2,2,1,,,4
7969810,3,2,10.0,1.0,1,1,2,2,3,,,4
7969812,3,2,9.0,1.0,1,1,2,1,1,,,4
7969815,3,3,9.0,1.0,1,2,2,1,1,,,4
7969816,2,2,9.0,1.0,1,2,2,2,1,,,4
7969829,3,2,6.0,2.0,1,1,2,2,1,1.0,30000.0,1
7969847,2,2,1.0,1.0,1,1,2,2,3,,,4
7969848,2,2,3.0,2.0,1,1,2,3,1,3.0,,3
7969854,3,3,10.0,1.0,1,1,2,3,1,1.0,5000.0,3
7969859,3,3,10.0,1.0,1,2,2,2,3,,,4
7969860,3,2,9.0,1.0,1,1,2,3,1,1.0,42000.0,1
7969862,2,2,2.0,2.0,2,1,1,2,1,1.0,6000.0,1
7969868,2,2,4.0,2.0,2,1,2,2,2,2.0,,2
7969874,2,2,3.0,1.0,1,1,2,1,3,,,4
7969877,3,2,9.0,2.0,2,1,2,2,1,1.0,18000.0,1
7969879,2,2,10.0,1.0,1,1,2,1,3,,,4
7969883,2,2,2.0,1.0,1,1,2,1,1,1.0,20000.0,1
7969885,3,2,2.0,2.0,1,1,2,4,1,1.0,17520.0,1
7969891,2,2,10.0,1.0,1,1,2,1,1,,,4
7969893,2,2,1.0,1.0,1,1,2,1,1,,,4
7969894,2,2,10.0,1.0,1,1,2,1,1,,,4
7969898,2,2,4.0,2.0,1,1,2,2,1,1.0,27000.0,1
7969900,3,3,9.0,1.0,1,1,2,2,1,1.0,60000.0,1
7969903,3,3,1.0,1.0,1,1,2,2,1,1.0,12000.0,1
7969909,2,2,9.0,2.0,1,1,2,2,3,,,4
7969910,2,2,9.0,2.0,2,1,2,1,1,1.0,19299.0,1
7969912,2,2,4.0,2.0,2,1,2,1,2,2.0,,2
7969918,2,2,1.0,2.0,1,1,2,3,1,1.0,96148.0,1
7969921,2,2,1.0,2.0,1,1,2,3,1,1.0,98100.0,1
7969923,3,3,10.0,2.0,1,1,2,1,1,,,1
7969924,2,2,3.0,2.0,1,1,2,2,3,1.0,25000.0,1
7969925,3,3,1.0,2.0,1,1,2,2,3,,,4
7969927,3,2,2.0,2.0,2,1,2,1,3,,,3
7969929,2,2,3.0,2.0,1,1,2,2,1,1.0,20000.0,1
7969930,2,2,2.0,2.0,1,1,2,2,1,1.0,52742.0,1
7969931,3,2,4.0,2.0,2,1,2,2,3,,,3
7969932,2,2,4.0,2.0,1,1,2,1,1,1.0,15000.0,1
7969934,3,2,2.0,2.0,1,1,2,1,1,1.0,98.0,1
7969970,3,2,4.0,2.0,1,1,2,4,1,1.0,100000.0,1
7969972,3,2,2.0,2.0,2,1,2,1,1,1.0,52000.0,1
7969976,2,2,3.0,2.0,2,1,2,2,1,1.0,48430.0,1
7969979,2,2,10.0,2.0,2,1,2,3,1,1.0,35126.0,1
7969983,2,2,9.0,1.0,1,2,2,2,1,,,4
7969987,2,3,9.0,1.0,1,1,2,2,3,,,4
7969989,3,3,10.0,1.0,4,2,2,1,3,,,4
7969990,3,3,9.0,1.0,4,2,2,2,3,,,4
7969992,2,2,10.0,1.0,4,1,2,1,3,,,4
7969994,2,2,2.0,1.0,1,1,2,1,1,,,4
7969997,2,2,9.0,2.0,1,1,2,2,3,,,4
7969999,2,2,9.0,2.0,1,2,2,2,3,,,4
7970000,3,3,10.0,1.0,4,1,2,1,3,,,4
7970002,3,3,9.0,1.0,4,1,2,1,3,,,4
7970003,2,2,9.0,1.0,4,1,2,2,3,,,4
7970009,2,2,2.0,1.0,1,1,2,2,1,,,4
7970014,2,2,9.0,1.0,1,2,2,2,1,,,4
7970015,3,3,1.0,1.0,1,1,2,1,1,,,4
7970029,2,2,9.0,1.0,1,1,2,1,1,,,4
7970041,2,2,9.0,1.0,1,2,2,1,1,,,4
7970049,3,2,1.0,1.0,1,1,2,2,1,,,4
7970052,3,3,9.0,1.0,1,1,2,2,1,,,4
7970054,2,2,2.0,1.0,1,1,2,2,1,,,4
7970060,2,2,9.0,1.0,1,2,2,1,1,,,4
7970061,2,2,1.0,1.0,2,1,2,1,1,,,4
7970062,2,2,9.0,1.0,1,2,2,1,1,,,4
7970071,2,3,9.0,1.0,1,1,2,3,1,,,1
7970073,3,3,10.0,1.0,1,1,2,2,1,1.0,50556.0,3
7970074,3,3,2.0,1.0,1,1,2,1,1,,,1
7970076,2,2,1.0,1.0,4,1,2,1,4,,,4
7970078,2,2,10.0,1.0,1,1,2,1,1,1.0,12000.0,3
7970080,2,2,9.0,2.0,4,2,2,2,4,,,4
7970081,3,3,9.0,2.0,4,2,2,2,4,,,4
7970083,2,2,1.0,1.0,4,1,2,1,4,,,4
7970084,2,2,2.0,1.0,1,1,2,2,3,,,4
7970085,2,2,9.0,1.0,4,1,2,1,4,,,4
7970086,2,2,9.0,1.0,4,1,2,1,4,,,4
7970087,2,1,,1.0,4,1,2,1,4,,,4
7970088,2,2,9.0,1.0,4,1,2,2,4,,,4
7970089,2,2,9.0,1.0,4,1,2,1,4,,,4
7970096,2,2,9.0,1.0,1,1,2,1,1,,,1
7970097,3,3,2.0,1.0,1,1,2,1,1,,,1
7970098,2,2,3.0,1.0,1,1,2,1,1,,,1
7970099,3,3,9.0,1.0,1,1,2,1,1,,,1
7970100,2,3,2.0,1.0,1,1,2,2,1,1.0,30000.0,3
7970102,3,3,9.0,1.0,1,1,2,2,1,,,3
7970103,3,2,9.0,1.0,1,1,2,2,1,,,1
7970105,3,3,2.0,1.0,1,1,2,1,1,,,1
7970106,3,3,9.0,1.0,1,1,2,1,1,,,1
7970107,2,2,2.0,1.0,1,1,2,1,1,,,1
7970108,2,2,2.0,1.0,1,1,2,1,1,,,1
7970109,3,3,9.0,1.0,1,2,2,1,1,,,1
7970120,2,2,1.0,2.0,2,1,2,1,3,1.0,20000.0,1
7970123,2,2,2.0,2.0,2,1,2,1,1,1.0,30000.0,1
7970124,2,2,9.0,2.0,1,1,2,2,3,,,4
7970125,3,3,10.0,1.0,3,2,2,1,3,,,3
7970127,3,2,9.0,1.0,1,1,2,2,3,,,4
7970128,2,2,2.0,2.0,1,1,2,2,3,,,4
7970129,3,2,1.0,1.0,1,1,2,1,3,,,4
7970130,3,3,9.0,1.0,1,1,2,2,3,,,4
7970131,2,2,1.0,1.0,1,1,2,1,3,,,4
7970132,2,2,10.0,2.0,1,1,2,2,3,,,4
7970133,2,2,1.0,1.0,1,1,2,1,3,,,4
7970134,2,2,1.0,1.0,1,1,2,1,3,,,4
7970135,2,2,2.0,1.0,1,1,1,2,3,,,4
7970136,2,2,9.0,1.0,4,1,2,1,3,,,4
7970149,2,2,1.0,1.0,2,1,2,2,3,,,3
7970150,3,2,2.0,1.0,1,1,2,1,3,,,4
7970162,3,2,1.0,1.0,1,1,2,1,3,,,4
7970164,3,3,3.0,1.0,2,1,2,1,3,,,3
7970165,3,2,2.0,1.0,1,1,2,2,1,,,4
7970166,2,2,1.0,2.0,2,1,2,2,3,,,3
7970175,3,3,2.0,1.0,1,1,2,1,1,1.0,33600.0,1
7970180,2,2,4.0,2.0,1,1,2,2,1,1.0,25000.0,1
7970181,2,2,2.0,1.0,4,1,2,1,4,,,4
7970182,3,2,1.0,2.0,1,1,2,2,1,1.0,43000.0,1
7970183,3,3,9.0,2.0,1,1,2,1,1,1.0,56806.0,1
7970184,3,3,10.0,2.0,1,1,2,1,1,1.0,25300.0,1
7970185,2,2,2.0,1.0,4,1,2,1,4,,,4
7970186,3,3,9.0,1.0,4,1,2,1,4,,,4
7970187,3,3,1.0,1.0,4,1,2,1,4,,,4
7970188,2,2,10.0,1.0,4,1,2,1,4,,,4
7970189,2,2,9.0,1.0,4,2,2,1,4,,,4
7970190,2,2,2.0,1.0,4,1,2,1,4,,,4
7970191,3,3,1.0,1.0,1,1,2,1,1,1.0,28000.0,1
7970193,2,2,2.0,2.0,1,1,2,1,1,1.0,28360.0,1
7970197,2,2,4.0,2.0,1,1,2,2,1,1.0,22000.0,1
7970198,2,2,2.0,2.0,1,1,2,3,1,1.0,30000.0,1
7970203,2,2,10.0,1.0,1,1,2,2,4,,,4
7970204,2,2,2.0,2.0,4,1,2,2,4,,,4
7970205,2,2,3.0,2.0,4,1,2,2,4,,,4
7970206,2,2,10.0,1.0,4,2,2,2,4,,,4
7970215,2,2,1.0,2.0,1,1,2,3,1,1.0,40000.0,1
7970216,2,1,,2.0,1,1,2,4,1,1.0,40000.0,1
7970218,2,2,2.0,2.0,1,1,2,1,1,1.0,36000.0,1
7970219,3,3,9.0,1.0,2,1,2,1,1,1.0,18500.0,1
7970220,3,3,4.0,2.0,1,1,2,1,1,1.0,65000.0,1
7970221,2,2,2.0,2.0,1,1,2,2,1,1.0,58000.0,1
7970224,2,2,1.0,1.0,1,1,2,2,1,1.0,19800.0,1
7970232,3,2,2.0,1.0,1,1,2,2,1,1.0,36400.0,1
7970239,3,3,2.0,2.0,1,1,2,1,1,1.0,21000.0,1
7970240,3,3,2.0,1.0,1,1,2,3,1,1.0,65200.0,1
7970243,3,2,2.0,2.0,1,1,2,2,1,1.0,53776.0,1
7970249,2,2,2.0,2.0,1,1,2,3,1,1.0,43803.0,1
7970254,2,2,1.0,2.0,1,1,2,2,1,1.0,40000.0,4
7970258,3,3,2.0,2.0,1,1,2,2,1,1.0,17651.0,1
7970265,3,2,4.0,2.0,1,1,2,2,1,1.0,40000.0,1
7970267,3,3,9.0,1.0,1,1,2,2,1,,,4
7970269,2,2,10.0,1.0,1,1,2,2,1,,,4
7970270,3,2,2.0,2.0,2,1,2,3,1,1.0,17000.0,1
7970272,2,2,2.0,1.0,1,1,2,1,1,,,4
7970273,2,2,9.0,2.0,2,1,2,3,1,1.0,35928.0,1
7970274,2,2,1.0,2.0,1,1,2,1,1,,,1
7970276,2,2,4.0,2.0,2,1,2,1,1,1.0,99.0,1
7970277,3,2,9.0,1.0,1,1,2,2,1,1.0,32680.0,1
7970278,2,2,2.0,2.0,2,1,2,2,1,2.0,,1
7970280,2,2,3.0,1.0,1,1,2,2,1,1.0,18600.0,1
7970284,3,3,4.0,1.0,1,1,2,1,1,,,4
7970285,1,2,4.0,1.0,1,1,2,1,1,,,4
7970287,2,2,9.0,1.0,1,1,2,2,1,,,4
7970288,3,3,9.0,1.0,1,2,2,2,1,1.0,16800.0,1
7970289,2,2,10.0,1.0,1,1,2,2,1,,,4
7970290,3,2,9.0,1.0,2,1,2,2,1,,,4
7970294,2,2,1.0,2.0,2,1,2,2,1,1.0,18000.0,1
7970321,2,2,9.0,1.0,1,1,2,2,1,1.0,18200.0,1
7970323,2,2,3.0,1.0,2,1,2,1,1,1.0,30000.0,3
7970328,2,2,4.0,2.0,1,1,2,1,1,1.0,90000.0,1
7970329,3,2,2.0,2.0,1,1,2,4,1,1.0,54000.0,1
7970345,1,3,2.0,1.0,1,1,2,2,1,1.0,33000.0,4
7970346,3,3,1.0,2.0,1,1,2,3,1,1.0,35000.0,4
7970347,2,2,4.0,1.0,2,1,2,1,1,1.0,68674.0,4
7970350,3,2,2.0,2.0,1,1,2,3,3,1.0,54710.0,3
7970356,2,3,3.0,2.0,1,1,2,3,3,1.0,52640.0,3
7970364,2,1,,1.0,1,1,2,4,1,1.0,60000.0,4
7970366,3,3,1.0,1.0,2,1,2,1,1,1.0,30000.0,3
7970367,3,2,9.0,1.0,1,1,2,4,1,1.0,48500.0,1
7970369,3,2,2.0,2.0,1,2,2,2,3,1.0,12500.0,3
7970371,3,3,2.0,1.0,1,1,2,3,1,1.0,65000.0,4
7970374,3,3,1.0,2.0,1,1,2,3,1,1.0,44000.0,4
7970379,2,1,,1.0,1,1,2,1,1,1.0,25000.0,1
7970387,2,2,2.0,1.0,1,1,2,2,1,1.0,10000.0,4
7970390,2,2,1.0,2.0,2,1,2,1,1,1.0,14000.0,1
7970391,2,2,4.0,1.0,3,1,2,1,2,,,2
7970392,2,2,4.0,1.0,1,1,2,2,1,1.0,16500.0,1
7970396,3,3,1.0,2.0,1,1,2,2,1,1.0,26000.0,4
7970403,2,2,3.0,2.0,2,1,2,1,1,2.0,,2
7970404,2,3,1.0,1.0,1,1,2,2,1,1.0,22200.0,1
7970406,2,2,1.0,2.0,1,1,2,1,1,1.0,8000.0,1
7970408,3,3,9.0,1.0,1,1,2,1,1,1.0,42000.0,4
7970409,2,2,4.0,1.0,2,1,2,3,1,1.0,30000.0,3
7970411,2,2,1.0,2.0,1,1,2,3,1,1.0,30000.0,4
7970413,2,2,4.0,2.0,1,1,2,1,1,1.0,33000.0,1
7970417,2,2,3.0,1.0,1,1,2,1,3,1.0,10000.0,4
7970418,2,2,1.0,1.0,1,1,2,1,1,1.0,12000.0,4
7970419,3,3,2.0,1.0,1,1,2,2,1,1.0,70000.0,4
7970425,3,1,,2.0,1,1,2,2,1,1.0,65000.0,4
7970427,3,2,9.0,1.0,1,2,2,2,3,1.0,23900.0,1
7970430,3,3,10.0,1.0,1,1,2,2,1,1.0,70000.0,4
7970435,2,2,10.0,2.0,1,1,2,1,1,1.0,30000.0,3
7970461,3,3,9.0,1.0,1,2,2,2,3,,,4
7970462,3,3,9.0,1.0,1,1,2,1,3,,,4
7970475,2,2,2.0,1.0,1,1,2,2,1,1.0,35000.0,4
7970476,3,3,9.0,1.0,1,2,2,1,1,1.0,28016.0,4
7970483,3,3,2.0,1.0,1,1,2,1,1,1.0,38704.0,1
7970484,3,2,9.0,1.0,1,1,2,1,1,,,4
7970489,3,3,1.0,1.0,1,1,2,1,1,1.0,47920.0,4
7970491,3,2,9.0,1.0,1,1,2,2,3,,,4
7970492,2,2,1.0,1.0,1,1,2,3,3,,,4
7970493,2,2,9.0,2.0,1,1,2,3,1,1.0,60000.0,1
7970494,3,3,9.0,1.0,1,2,2,2,1,,,4
7970497,3,2,2.0,1.0,1,1,2,2,3,,,4
7970501,3,2,9.0,2.0,1,2,2,2,3,,,4
7970505,3,3,1.0,1.0,1,1,2,2,1,1.0,17000.0,4
7970506,3,3,10.0,2.0,1,1,2,1,1,1.0,40000.0,4
7970508,3,3,9.0,1.0,1,1,2,3,3,,,4
7970509,3,2,1.0,2.0,1,1,2,1,1,1.0,15000.0,1
7970511,3,2,1.0,1.0,1,1,2,2,3,,,4
7970514,3,2,9.0,1.0,1,1,2,2,1,,,4
7970517,3,3,1.0,2.0,1,1,2,1,1,1.0,25000.0,1
7970518,2,2,9.0,1.0,1,1,2,3,1,,,1
7970519,1,1,,1.0,1,1,2,3,1,1.0,60000.0,4
7970524,2,2,10.0,1.0,1,1,2,2,1,1.0,28000.0,3
7970526,3,2,1.0,1.0,1,1,2,1,1,,,4
7970531,2,2,9.0,1.0,1,2,2,3,3,,,4
7970532,3,3,9.0,1.0,1,1,2,1,3,,,4
7970535,2,2,4.0,2.0,2,1,2,2,1,1.0,17500.0,1
7970538,2,2,4.0,2.0,1,1,2,1,1,1.0,20000.0,1
7970542,2,2,2.0,2.0,1,1,1,1,3,,,4
7970546,2,2,1.0,2.0,1,1,2,1,2,2.0,,2
7970552,2,2,9.0,1.0,1,1,2,1,3,,,4
7970554,3,2,2.0,2.0,1,1,2,2,1,1.0,30000.0,4
7970555,2,2,2.0,1.0,1,1,2,2,3,,,4
7970557,2,2,1.0,1.0,1,2,2,1,3,,,4
7970558,2,2,9.0,1.0,1,2,2,2,3,,,4
7970560,3,3,9.0,1.0,1,2,2,2,3,,,4
7970563,2,2,1.0,1.0,1,1,2,1,3,,,4
7970566,3,3,9.0,1.0,1,2,2,1,3,,,4
7970567,3,2,9.0,1.0,1,1,2,2,3,,,4
7970568,3,3,9.0,1.0,1,2,2,1,3,,,4
7970569,2,2,1.0,1.0,1,1,2,2,3,,,4
7970574,1,3,9.0,1.0,1,1,2,2,3,,,4
7970577,3,3,7.0,1.0,1,1,2,1,1,1.0,25800.0,1
7970579,2,2,10.0,1.0,1,1,2,1,3,,,4
7970584,2,2,1.0,2.0,1,1,2,1,3,,,4
7970587,2,2,9.0,1.0,1,2,2,1,3,,,4
7970588,2,2,9.0,2.0,1,1,2,2,3,,,4
7970589,2,2,9.0,1.0,1,1,2,1,1,,,4
7970590,3,3,9.0,1.0,1,2,2,2,3,3.0,,4
7970592,2,2,10.0,1.0,1,1,2,2,1,1.0,45000.0,4
7970594,2,2,9.0,1.0,1,1,2,1,1,,,4
7970595,2,2,2.0,1.0,1,1,2,2,1,,,4
7970597,3,3,3.0,1.0,1,1,2,1,1,1.0,29500.0,1
7970598,2,2,10.0,1.0,1,1,2,1,3,,,4
7970600,2,2,9.0,1.0,1,1,2,1,3,,,4
7970602,2,2,10.0,1.0,1,1,2,1,3,,,4
7970603,3,3,10.0,1.0,1,1,2,1,3,,,4
7970604,2,2,9.0,1.0,1,2,2,2,1,,,4
7970608,2,3,1.0,1.0,1,1,2,2,3,,,4
7970612,2,2,9.0,1.0,1,1,2,2,1,,,4
7970613,3,3,2.0,1.0,1,1,2,1,3,,,4
7970614,3,3,9.0,1.0,1,1,2,1,1,,,4
7970615,2,2,1.0,1.0,1,1,2,1,3,,,4
7970616,3,3,9.0,1.0,1,2,2,2,3,1.0,90000.0,4
7970617,3,3,9.0,1.0,1,1,2,2,1,,,4
7970618,3,2,9.0,1.0,1,2,2,1,3,,,4
7970620,2,2,2.0,1.0,1,1,2,1,1,,,4
7970621,2,2,1.0,1.0,1,1,2,2,3,,,4
7970622,2,2,9.0,1.0,1,1,2,1,3,,,4
7970623,2,2,1.0,1.0,1,1,2,2,3,,,4
7970626,3,3,9.0,1.0,1,1,2,2,3,,,4
7970627,3,3,9.0,1.0,1,2,2,1,3,,,4
7970628,3,3,9.0,1.0,1,1,2,1,3,,,4
7970629,2,2,4.0,1.0,1,1,1,1,1,1.0,30000.0,4
7970631,2,2,1.0,1.0,1,1,2,1,3,,,4
7970633,3,3,10.0,1.0,1,1,2,3,1,1.0,80000.0,4
7970634,3,3,9.0,1.0,1,1,2,1,3,,,4
7970636,2,2,2.0,1.0,1,1,2,1,3,,,4
7970637,3,3,10.0,1.0,1,1,2,4,1,,,4
7970638,1,3,1.0,2.0,1,1,2,3,1,1.0,100000.0,4
7970639,3,2,1.0,2.0,1,1,2,1,3,,,4
7970640,3,2,1.0,1.0,1,2,2,1,3,,,4
7970641,3,3,10.0,1.0,1,1,2,2,3,,,4
7970642,2,2,2.0,1.0,1,1,2,2,3,,,4
7970646,2,2,1.0,1.0,1,1,2,2,3,,,4
7970649,2,2,9.0,2.0,1,1,2,1,1,1.0,50000.0,4
7970666,2,2,10.0,1.0,2,1,2,1,3,,,4
7970670,2,2,9.0,2.0,2,1,2,1,1,,,3
7970673,2,2,2.0,2.0,2,1,2,1,1,,,3
7970683,2,2,1.0,1.0,1,1,2,2,3,,,4
7970693,2,2,1.0,1.0,1,1,2,2,1,,,3
7970695,3,3,4.0,2.0,1,1,2,2,1,1.0,45000.0,3
7970697,3,2,9.0,2.0,1,1,2,1,1,1.0,37000.0,3
7970700,3,3,1.0,2.0,1,1,2,2,3,,,4
7970702,2,2,2.0,1.0,1,1,2,1,3,,,4
7970710,2,2,2.0,1.0,1,1,2,2,1,,,1
7970717,2,3,10.0,2.0,2,1,2,1,1,1.0,180000.0,1
7970720,3,3,1.0,1.0,1,1,2,2,1,1.0,70000.0,1
7970721,3,2,9.0,2.0,1,2,2,2,1,1.0,14000.0,3
7970724,2,2,2.0,1.0,1,1,2,1,3,,,4
7970725,3,2,9.0,1.0,1,1,2,2,3,,,4
7970726,2,3,1.0,1.0,1,1,2,1,3,,,4
7970732,2,2,9.0,2.0,1,1,2,2,1,,,3
7970734,3,3,2.0,1.0,1,2,2,1,3,,,4
7970735,3,1,,2.0,1,1,2,2,3,,,4
7970740,2,2,4.0,2.0,1,1,2,2,1,1.0,34000.0,3
7970743,3,3,1.0,9.0,2,1,2,1,1,1.0,15600.0,1
7970746,3,3,9.0,1.0,1,1,2,3,1,,,4
7970747,3,3,10.0,1.0,1,1,2,3,1,,,4
7970749,2,2,2.0,2.0,1,1,2,2,1,,,4
7970751,2,2,1.0,1.0,1,1,2,1,3,,,4
7970752,2,2,4.0,1.0,1,1,2,1,1,,,4
7970764,3,2,2.0,1.0,1,1,2,2,3,,,4
7970765,3,3,1.0,2.0,2,1,2,1,1,1.0,9000.0,1
7970766,3,2,10.0,1.0,1,1,2,2,3,,,4
7970768,2,3,1.0,2.0,2,1,2,3,1,1.0,20000.0,1
7970769,3,3,10.0,1.0,1,2,2,1,3,,,4
