DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
8066929,3,2,2.0,1.0,1,1,2,2,1,1.0,60000.0,3
8066934,2,3,9.0,1.0,1,1,2,2,1,,,1
8066938,2,2,1.0,1.0,1,1,2,2,1,1.0,20000.0,1
8066942,3,2,3.0,2.0,1,1,2,2,1,,,1
8066943,3,3,10.0,1.0,1,2,2,2,1,1.0,80000.0,3
8066944,3,3,9.0,1.0,1,2,2,2,1,1.0,12000.0,3
8066945,2,3,10.0,2.0,2,1,2,2,3,,,3
8066947,3,3,1.0,1.0,1,1,2,2,1,1.0,30000.0,3
8066952,3,2,1.0,1.0,1,1,2,2,1,1.0,25000.0,1
8066955,3,3,9.0,1.0,1,1,2,5,1,1.0,42000.0,1
8066957,3,3,1.0,1.0,1,1,2,2,1,1.0,15000.0,3
8066962,2,2,10.0,2.0,2,1,2,2,1,,,3
8066964,2,2,2.0,2.0,1,1,2,2,1,,,1
8066967,3,2,9.0,2.0,1,1,2,2,1,,,1
8066968,3,3,2.0,2.0,1,1,2,2,1,,,4
8066970,3,2,9.0,1.0,2,1,2,1,1,,,3
8066980,2,2,1.0,1.0,1,1,2,2,1,1.0,20000.0,1
8066985,3,3,9.0,1.0,1,1,2,3,1,1.0,32000.0,1
8066986,2,2,9.0,2.0,1,1,2,2,1,1.0,20000.0,1
8066992,3,3,2.0,1.0,1,1,2,1,1,1.0,25000.0,4
8067002,3,2,1.0,1.0,1,1,2,3,1,1.0,25000.0,3
8067003,3,2,1.0,1.0,1,1,2,1,1,1.0,38000.0,3
8067010,3,3,9.0,1.0,1,1,2,2,1,1.0,13000.0,3
8067013,2,2,1.0,2.0,3,1,2,1,3,,,3
8067015,3,3,9.0,1.0,1,2,2,2,1,1.0,14000.0,1
8067023,3,3,9.0,1.0,1,1,2,1,1,1.0,38000.0,1
8067034,3,3,7.0,1.0,1,1,2,2,1,3.0,,1
8067035,3,3,2.0,1.0,1,1,2,2,1,1.0,15000.0,3
8067040,3,3,9.0,1.0,1,2,2,3,1,1.0,50000.0,1
8067041,2,3,2.0,2.0,1,1,2,2,2,1.0,15000.0,1
8067042,2,2,9.0,1.0,1,1,2,2,1,1.0,20000.0,1
8067045,3,3,9.0,1.0,1,2,2,1,1,1.0,15000.0,3
8067046,3,3,9.0,1.0,1,1,2,1,3,,,4
8067054,2,3,9.0,1.0,1,1,2,2,3,,,4
8067069,3,3,2.0,2.0,1,1,2,3,1,1.0,32000.0,1
8067073,3,2,1.0,1.0,1,1,2,3,1,,,4
8067074,3,3,9.0,1.0,1,1,2,2,1,1.0,23000.0,3
8067077,2,3,9.0,1.0,1,2,2,1,3,,,4
8067078,2,2,9.0,1.0,5,1,2,1,3,,,4
8067079,2,2,1.0,1.0,1,1,2,2,1,1.0,27000.0,3
8067083,3,3,9.0,1.0,1,2,2,2,3,1.0,16000.0,3
8067086,3,2,9.0,1.0,1,1,2,2,1,1.0,24000.0,3
8067088,3,3,9.0,1.0,1,1,2,2,1,1.0,35000.0,3
8067089,3,3,9.0,1.0,1,1,2,2,1,1.0,20558.0,1
8067090,1,1,,2.0,1,1,1,2,1,1.0,20500.0,1
8067091,3,3,9.0,1.0,1,2,2,1,3,3.0,,3
8067093,3,3,10.0,2.0,2,2,2,1,3,,,3
8067094,2,2,2.0,1.0,2,1,2,2,1,,,1
8067099,3,3,2.0,2.0,2,1,2,1,1,1.0,18790.0,1
8067101,2,2,4.0,1.0,1,1,2,2,1,,,3
8067102,2,2,2.0,1.0,1,1,2,1,1,1.0,7000.0,1
8067103,2,2,2.0,2.0,2,1,2,2,1,1.0,40000.0,1
8067108,3,2,2.0,2.0,1,1,2,2,1,1.0,15000.0,1
8067110,2,2,3.0,1.0,1,1,2,2,1,1.0,28000.0,3
8067111,2,2,1.0,1.0,1,1,2,1,3,,,4
8067117,2,2,9.0,1.0,5,1,2,1,3,,,4
8067122,1,2,2.0,1.0,1,1,2,3,1,1.0,39000.0,1
8067123,2,3,2.0,1.0,1,1,2,2,1,1.0,14000.0,4
8067127,2,2,2.0,1.0,1,1,2,2,1,,,1
8067130,2,2,2.0,2.0,1,1,2,3,1,1.0,26000.0,1
8067133,2,2,10.0,1.0,1,1,2,2,1,1.0,18000.0,1
8067134,3,3,9.0,1.0,1,1,2,3,1,1.0,20000.0,3
8067138,3,2,1.0,1.0,1,1,2,2,3,,,4
8067159,3,1,,2.0,1,1,2,2,1,1.0,18000.0,4
8067160,3,3,9.0,1.0,1,2,2,1,3,1.0,8000.0,1
8067163,3,1,,1.0,1,1,2,1,3,3.0,,4
8067165,3,3,1.0,2.0,1,1,2,3,1,1.0,35000.0,1
8067167,2,2,9.0,1.0,1,1,2,1,3,,,4
8067175,3,3,2.0,2.0,1,1,2,2,1,1.0,15000.0,1
8067184,3,2,9.0,1.0,1,1,2,2,1,1.0,40000.0,4
8067192,3,2,9.0,1.0,1,2,2,3,3,1.0,23000.0,4
8067194,3,1,,1.0,1,1,2,3,1,1.0,70000.0,4
8067196,2,2,9.0,1.0,1,1,2,2,1,1.0,30000.0,4
8067199,2,2,10.0,1.0,1,1,2,2,1,1.0,25000.0,4
8067200,3,2,9.0,1.0,1,1,2,3,1,1.0,45000.0,4
8067201,3,3,10.0,1.0,1,1,2,2,1,1.0,78000.0,4
8067203,3,2,1.0,1.0,1,1,2,1,3,,,4
8067205,3,3,9.0,1.0,1,2,2,2,1,1.0,15000.0,4
8067207,3,3,9.0,1.0,1,1,2,3,1,1.0,48000.0,4
8067214,2,2,2.0,1.0,1,1,2,1,1,1.0,35000.0,1
8067216,2,1,,2.0,1,1,2,2,3,,,4
8067217,2,2,1.0,2.0,1,1,2,3,3,,,3
8067219,3,2,4.0,2.0,1,1,2,1,1,1.0,4000.0,1
8067220,2,2,1.0,2.0,1,1,2,1,3,,,4
8067221,3,3,9.0,2.0,1,1,2,1,3,,,4
8067231,2,2,9.0,2.0,1,1,2,1,3,,,4
8067235,3,2,4.0,1.0,1,2,2,2,3,,,4
8067237,2,2,3.0,2.0,1,1,2,1,3,,,4
8067239,2,2,10.0,1.0,1,1,2,1,1,1.0,17000.0,1
8067240,2,2,9.0,1.0,1,1,2,2,1,1.0,46931.0,1
8067241,3,3,9.0,1.0,1,1,2,3,1,1.0,25000.0,1
8067242,2,2,3.0,1.0,1,1,2,1,1,1.0,5000.0,1
8067244,3,3,9.0,2.0,1,1,2,1,1,1.0,22000.0,1
8067246,3,3,9.0,1.0,1,1,2,2,1,1.0,23000.0,3
8067247,3,3,9.0,1.0,1,2,2,1,1,1.0,23000.0,3
8067248,3,3,9.0,1.0,1,2,2,1,1,1.0,23000.0,3
8067249,3,3,9.0,1.0,1,2,2,1,1,1.0,23000.0,3
8067253,2,2,3.0,1.0,3,1,2,1,3,,,4
8067264,2,2,1.0,1.0,2,1,2,2,1,1.0,48000.0,3
8067267,3,3,9.0,2.0,1,1,2,4,1,1.0,60000.0,1
8067268,3,1,,2.0,2,1,2,3,1,1.0,50000.0,1
8067269,2,2,4.0,2.0,2,1,2,3,1,1.0,60000.0,1
8067273,2,2,9.0,1.0,1,1,2,2,3,,,4
8067275,3,3,9.0,1.0,1,2,2,1,1,,,4
8067276,2,2,2.0,2.0,2,1,2,3,1,1.0,60000.0,1
8067281,2,3,2.0,1.0,1,1,2,1,3,,,4
8067282,3,3,9.0,1.0,1,1,2,2,3,,,4
8067288,2,2,4.0,2.0,2,1,2,3,1,1.0,90000.0,1
8067295,3,2,9.0,1.0,1,1,2,2,1,,,4
8067299,3,3,9.0,1.0,1,1,2,1,1,,,4
8067300,3,1,,1.0,1,1,2,2,1,,,4
8067306,2,2,2.0,1.0,1,1,2,1,1,,,4
8067311,2,2,9.0,1.0,1,1,2,1,1,,,4
8067315,3,3,9.0,2.0,1,1,2,1,1,1.0,15000.0,1
8067319,2,2,9.0,1.0,1,1,2,2,1,,,4
8067320,3,3,1.0,1.0,1,1,2,2,1,,,4
8067327,3,3,4.0,2.0,2,1,2,3,1,1.0,90000.0,1
8067330,2,2,4.0,2.0,2,1,2,3,1,1.0,70000.0,1
8067331,2,2,9.0,1.0,3,1,2,1,3,,,4
8067333,2,2,9.0,1.0,1,1,2,1,1,,,4
8067334,3,3,9.0,1.0,1,1,2,1,3,,,4
8067344,3,3,1.0,2.0,1,1,2,3,1,1.0,22000.0,3
8067345,3,2,1.0,1.0,1,1,2,2,1,,,4
8067348,2,2,2.0,1.0,1,1,2,2,3,,,4
8067351,3,2,2.0,1.0,1,1,2,1,3,,,4
8067355,2,3,9.0,2.0,1,1,2,2,1,1.0,25000.0,3
8067356,3,2,4.0,2.0,1,1,2,1,1,1.0,30000.0,3
8067357,2,2,2.0,2.0,1,1,2,1,1,1.0,30000.0,3
8067363,2,2,1.0,1.0,1,1,2,2,3,,,4
8067366,2,2,2.0,2.0,1,1,2,3,1,1.0,129000.0,1
8067372,3,3,1.0,1.0,1,1,2,1,3,,,4
8067377,3,2,9.0,2.0,2,1,2,2,1,1.0,30000.0,3
8067382,2,2,1.0,1.0,1,1,2,2,3,,,4
8067383,2,2,9.0,1.0,1,1,2,1,1,,,4
8067386,3,3,1.0,1.0,1,1,2,2,1,,,4
8067389,3,3,10.0,1.0,1,1,2,2,3,,,4
8067391,2,2,7.0,2.0,2,1,2,4,1,1.0,120000.0,1
8067400,3,3,9.0,1.0,1,2,2,1,3,,,4
8067404,2,2,8.0,1.0,1,1,2,2,3,,,4
8067406,2,2,2.0,1.0,1,1,2,2,1,1.0,30000.0,1
8067407,1,1,,2.0,1,1,1,2,1,1.0,40000.0,3
8067410,3,3,1.0,2.0,1,1,2,1,1,1.0,100000.0,1
8067417,3,3,1.0,2.0,1,1,2,2,1,1.0,16000.0,3
8067422,2,2,5.0,2.0,2,1,2,1,1,1.0,12000.0,1
8067423,3,2,9.0,2.0,1,1,2,2,1,1.0,36000.0,3
8067433,2,2,1.0,1.0,2,1,2,2,1,1.0,35000.0,3
8067435,3,3,1.0,2.0,1,1,2,2,1,1.0,16000.0,3
8067438,3,3,1.0,2.0,2,1,2,2,1,1.0,15000.0,1
8067447,3,2,2.0,2.0,1,1,2,3,1,1.0,29000.0,3
8067450,2,2,7.0,2.0,2,1,2,3,1,1.0,20000.0,2
8067454,2,2,9.0,1.0,1,1,2,4,1,,,4
8067455,3,3,2.0,2.0,2,1,2,1,1,1.0,12000.0,3
8067457,2,2,1.0,1.0,1,1,2,1,1,,,4
8067459,2,2,1.0,1.0,1,1,2,2,3,,,4
8067461,2,2,4.0,2.0,1,1,2,6,1,1.0,200000.0,1
8067463,2,2,1.0,1.0,1,1,2,2,3,,,4
8067466,3,2,9.0,2.0,1,1,2,2,1,1.0,25000.0,3
8067468,2,2,9.0,1.0,1,1,2,1,3,,,4
8067470,2,2,4.0,1.0,1,1,2,1,1,1.0,48000.0,1
8067471,2,2,9.0,1.0,1,1,2,2,3,,,4
8067478,2,2,3.0,1.0,1,1,2,2,1,1.0,48000.0,1
8067479,2,2,1.0,1.0,1,1,2,2,1,,,4
8067486,3,2,1.0,1.0,1,1,2,2,1,1.0,24000.0,3
8067501,2,2,9.0,1.0,1,1,2,1,3,,,4
8067503,2,2,9.0,1.0,1,1,2,2,3,,,4
8067509,2,2,1.0,1.0,1,2,2,2,1,1.0,22800.0,3
8067513,3,3,9.0,1.0,1,1,2,3,1,1.0,23000.0,3
8067518,2,2,2.0,1.0,1,1,2,1,3,,,4
8067520,3,3,1.0,1.0,1,1,2,2,3,1.0,15000.0,4
8067524,3,3,1.0,1.0,1,1,2,2,3,1.0,40000.0,4
8067527,3,3,1.0,1.0,1,1,2,2,3,1.0,10000.0,4
8067528,3,3,9.0,2.0,1,1,2,3,3,1.0,70000.0,4
8067529,3,2,9.0,1.0,1,1,2,1,1,1.0,20000.0,3
8067530,3,2,9.0,1.0,1,1,2,2,1,1.0,11700.0,3
8067533,3,3,2.0,2.0,2,1,2,1,3,3.0,,3
8067535,3,2,10.0,1.0,1,1,2,2,1,1.0,24000.0,3
8067538,3,3,9.0,1.0,1,1,2,3,1,,,4
8067543,3,3,1.0,1.0,1,2,2,2,3,1.0,61000.0,4
8067546,3,3,2.0,1.0,1,1,2,3,1,1.0,20000.0,3
8067547,2,2,1.0,1.0,1,1,2,2,1,1.0,24000.0,3
8067548,2,2,9.0,1.0,1,1,2,2,1,1.0,12000.0,3
8067550,2,2,3.0,1.0,1,1,2,2,3,,,4
8067551,3,3,9.0,1.0,1,1,2,2,1,1.0,17000.0,4
8067552,3,2,8.0,2.0,2,1,1,1,2,2.0,,2
8067555,2,2,2.0,1.0,1,1,2,2,3,1.0,51000.0,3
8067557,2,2,2.0,2.0,2,1,2,2,1,1.0,35000.0,1
8067562,3,3,9.0,1.0,1,1,2,1,3,,,4
8067571,3,3,1.0,1.0,1,1,2,2,3,1.0,25000.0,4
8067574,2,3,1.0,1.0,1,1,2,2,3,1.0,11000.0,4
8067586,3,2,9.0,1.0,1,1,2,2,3,1.0,12000.0,4
8067594,3,2,2.0,1.0,1,1,2,1,3,1.0,25000.0,4
8067599,2,2,1.0,2.0,2,1,2,2,1,1.0,27000.0,1
8067601,3,3,9.0,2.0,2,1,2,1,1,1.0,18000.0,1
8067669,2,2,9.0,1.0,1,1,2,1,3,,,4
8067672,2,2,1.0,2.0,2,1,2,1,3,1.0,40000.0,1
8067673,3,3,10.0,1.0,1,2,2,1,3,,,4
8067677,3,3,1.0,1.0,1,1,2,4,3,,,4
8067678,3,2,2.0,1.0,1,1,2,1,3,,,4
8067680,2,2,1.0,2.0,1,1,2,1,3,1.0,12000.0,4
8067689,2,3,9.0,1.0,1,2,2,1,1,,,4
8067690,2,2,1.0,1.0,1,1,2,1,3,1.0,30000.0,3
8067691,3,2,9.0,1.0,1,1,2,2,3,,,4
8067694,2,2,9.0,1.0,1,1,2,2,1,,,4
8067699,3,3,9.0,1.0,1,1,2,1,1,,,4
8067703,2,2,1.0,1.0,1,1,2,1,3,,,4
8067708,3,2,9.0,2.0,1,2,2,1,3,,,4
8067715,2,2,9.0,1.0,1,1,2,3,3,,,4
8067719,2,2,10.0,2.0,1,1,2,2,3,1.0,9000.0,4
8067720,2,2,4.0,2.0,1,1,2,1,3,1.0,5000.0,4
8067723,3,3,1.0,2.0,1,1,2,3,1,1.0,35000.0,1
8067730,3,3,9.0,1.0,1,1,2,1,1,1.0,35000.0,1
8067731,2,2,9.0,1.0,1,1,2,1,1,1.0,31000.0,1
8067732,2,2,1.0,2.0,1,1,2,1,2,,,3
8067736,2,2,9.0,1.0,1,1,2,1,3,,,3
8067737,2,2,8.0,2.0,2,1,1,1,1,1.0,15000.0,1
8067740,2,2,4.0,1.0,1,1,2,2,1,,,1
8067744,3,3,2.0,1.0,1,1,2,5,1,1.0,41713.0,1
8067746,2,2,1.0,2.0,1,1,2,1,1,1.0,17000.0,4
8067747,2,2,9.0,2.0,1,1,2,1,1,,,4
8067748,2,2,9.0,1.0,1,2,2,2,3,,,4
8067749,2,2,2.0,2.0,1,1,2,2,1,1.0,20000.0,4
8067751,2,2,2.0,1.0,1,1,2,3,3,,,3
8067753,3,3,10.0,1.0,1,1,2,1,1,1.0,15000.0,1
8067754,2,2,9.0,1.0,1,2,2,2,3,,,4
8067757,3,3,9.0,1.0,1,1,2,1,3,,,4
8067758,3,3,1.0,1.0,1,1,2,1,3,,,4
8067760,3,3,9.0,1.0,1,2,2,3,3,,,4
8067761,2,2,1.0,2.0,2,1,2,1,3,1.0,40000.0,1
8067764,2,2,2.0,1.0,1,1,2,1,3,,,4
8067766,3,2,9.0,2.0,2,1,2,1,1,1.0,28376.0,1
8067779,2,2,1.0,1.0,1,1,2,2,3,1.0,20000.0,4
8067780,2,2,4.0,1.0,1,1,2,2,3,,,4
8067786,3,3,9.0,1.0,1,1,2,3,1,1.0,25000.0,4
8067789,3,3,9.0,1.0,1,2,2,2,3,,,4
8067795,2,2,9.0,1.0,1,1,2,1,1,,,4
8067798,3,3,1.0,1.0,1,1,2,2,3,,,4
8067799,3,2,2.0,1.0,1,1,2,1,1,1.0,30000.0,1
8067800,3,3,1.0,2.0,1,1,2,3,1,1.0,40000.0,1
8067801,2,2,9.0,1.0,1,2,2,2,1,1.0,45000.0,1
8067808,3,2,1.0,1.0,1,1,2,1,3,1.0,12000.0,4
8067815,3,3,10.0,2.0,1,1,2,2,1,,,4
8067818,3,3,9.0,1.0,1,1,2,2,1,1.0,51627.0,1
8067821,3,2,4.0,2.0,2,1,2,1,1,1.0,10000.0,1
8067823,3,3,4.0,1.0,1,1,2,3,1,1.0,90000.0,1
8067824,3,2,1.0,1.0,1,1,2,1,3,,,4
8067825,2,2,6.0,2.0,2,1,2,2,1,2.0,,1
8067828,2,2,9.0,1.0,1,1,2,1,3,,,4
8067832,3,3,9.0,1.0,1,1,2,2,1,,,3
8067833,3,3,9.0,1.0,1,2,2,1,3,,,4
8067837,3,3,9.0,1.0,1,2,2,1,1,,,4
8067838,3,3,2.0,2.0,2,1,2,3,1,1.0,15000.0,1
8067841,3,3,9.0,2.0,2,1,2,1,1,1.0,12000.0,1
8067847,2,2,2.0,2.0,1,1,2,2,1,,,3
8067848,3,2,9.0,2.0,1,1,1,1,1,1.0,10000.0,1
8067850,2,2,2.0,1.0,1,1,2,2,1,1.0,38000.0,1
8067851,2,2,9.0,1.0,1,1,2,1,3,,,4
8067852,3,3,1.0,2.0,1,1,2,1,1,1.0,5400.0,1
8067853,2,2,2.0,2.0,1,1,2,3,1,1.0,45000.0,1
8067857,2,2,1.0,2.0,2,1,2,2,1,1.0,15000.0,1
8067864,2,2,1.0,1.0,1,1,2,3,3,,,3
8067867,3,2,9.0,2.0,1,1,2,1,1,1.0,62000.0,1
8067869,3,3,10.0,2.0,1,1,2,3,1,1.0,90000.0,4
8067870,2,2,2.0,1.0,1,1,2,2,1,,,4
8067873,2,2,10.0,1.0,1,1,2,2,1,,,4
8067877,2,2,8.0,2.0,2,1,2,2,1,1.0,36115.0,1
8067896,3,3,9.0,1.0,1,1,2,1,3,,,4
8067921,3,2,1.0,1.0,1,1,2,1,1,,,4
8067929,2,2,1.0,2.0,2,1,2,2,1,1.0,30000.0,1
8067946,3,3,9.0,1.0,1,1,2,2,1,,,3
8067948,2,3,9.0,1.0,1,1,2,3,3,1.0,20532.0,3
8067950,3,3,9.0,1.0,1,1,2,1,3,,,4
8067951,3,3,9.0,1.0,1,1,2,1,1,1.0,2000.0,3
8067952,2,2,1.0,1.0,1,1,2,2,3,1.0,6000.0,4
8067954,3,3,9.0,1.0,1,2,2,1,3,,,4
8067956,3,3,9.0,1.0,1,2,2,3,3,,,4
8067959,3,3,9.0,9.0,1,2,2,2,1,1.0,20000.0,1
8067961,3,3,1.0,1.0,1,1,2,1,3,1.0,25000.0,4
8067963,2,2,3.0,1.0,2,1,2,1,3,,,4
8067967,2,2,9.0,1.0,1,1,2,2,3,1.0,39000.0,4
8067970,2,2,3.0,2.0,2,1,2,1,1,1.0,38000.0,1
8067972,3,3,9.0,1.0,1,1,2,2,3,,,4
8067976,2,2,1.0,2.0,2,1,2,1,1,1.0,65000.0,1
8067984,2,2,1.0,1.0,1,1,2,3,3,3.0,,4
8067986,2,2,1.0,1.0,1,1,2,1,3,1.0,8500.0,3
8067988,3,3,9.0,1.0,1,2,2,1,3,,,3
8067990,2,2,2.0,1.0,1,1,2,3,1,,,3
8067997,3,2,1.0,1.0,1,1,2,3,3,1.0,25000.0,4
8068001,3,2,3.0,2.0,2,1,2,1,1,1.0,50000.0,1
8068003,3,2,9.0,1.0,1,1,2,1,1,1.0,117000.0,3
8068005,2,2,1.0,2.0,1,1,2,2,1,,,3
8068014,3,2,9.0,1.0,1,1,2,2,3,1.0,84000.0,4
8068024,3,3,4.0,2.0,2,1,2,1,1,1.0,50000.0,1
8068025,3,1,,1.0,1,1,2,2,3,,,4
8068031,3,2,9.0,2.0,1,1,2,2,1,1.0,20000.0,1
8068033,3,2,3.0,2.0,1,1,2,1,1,1.0,10000.0,1
8068034,2,3,9.0,1.0,1,1,2,2,1,,,3
8068035,2,2,2.0,1.0,1,1,2,1,1,,,4
8068039,3,3,9.0,1.0,1,1,2,2,1,,,4
8068040,3,3,9.0,1.0,1,1,2,1,3,1.0,33400.0,4
8068048,3,3,9.0,1.0,1,1,2,2,3,1.0,12000.0,4
8068052,3,2,1.0,1.0,1,1,2,3,3,3.0,,4
8068056,3,2,9.0,1.0,1,2,2,2,3,,,4
8068060,3,2,1.0,2.0,1,1,2,1,1,1.0,40000.0,1
8068061,2,2,9.0,2.0,1,1,2,2,1,1.0,20000.0,1
8068063,2,2,1.0,1.0,1,1,2,1,3,1.0,20500.0,3
8068065,2,3,1.0,1.0,1,1,2,3,1,1.0,78000.0,4
8068068,2,2,8.0,2.0,2,1,2,2,1,1.0,12000.0,1
8068077,3,1,,2.0,2,1,2,2,1,2.0,,1
8068131,3,3,9.0,1.0,1,1,2,3,3,1.0,50000.0,4
8068135,2,2,4.0,2.0,1,1,2,2,1,1.0,35000.0,3
8068137,2,2,4.0,2.0,1,1,2,1,1,1.0,18500.0,3
8068138,3,3,2.0,2.0,1,1,2,2,3,1.0,15000.0,3
8068146,3,3,2.0,2.0,1,1,2,1,1,1.0,20000.0,3
8068148,3,2,2.0,2.0,1,1,2,2,1,1.0,18000.0,3
8068151,2,2,1.0,2.0,1,1,2,2,1,1.0,15000.0,3
8068152,2,3,9.0,1.0,1,1,2,2,3,3.0,,4
8068153,3,2,1.0,1.0,1,1,2,1,3,1.0,32000.0,4
8068154,2,3,9.0,2.0,1,2,2,2,3,,,4
8068157,3,3,1.0,2.0,1,1,2,1,1,1.0,35000.0,3
8068158,2,2,2.0,1.0,1,1,2,2,1,1.0,23000.0,4
8068162,2,2,9.0,1.0,1,1,2,1,3,,,4
8068163,2,3,1.0,2.0,1,1,2,1,1,1.0,24188.0,3
8068165,3,2,9.0,2.0,1,2,2,1,3,,,4
8068169,2,2,9.0,1.0,1,1,2,1,3,,,4
8068170,2,2,1.0,1.0,1,1,2,2,3,,,4
8068171,2,2,9.0,1.0,1,1,2,2,3,,,4
8068173,2,2,2.0,1.0,1,1,2,1,3,,,4
8068175,3,2,2.0,1.0,1,2,2,2,4,,,4
8068176,3,3,1.0,2.0,1,1,2,1,1,1.0,18000.0,3
8068179,2,2,3.0,2.0,1,1,2,2,1,1.0,25000.0,1
8068181,2,2,1.0,1.0,1,1,2,2,3,1.0,47000.0,4
8068182,2,3,9.0,1.0,1,2,2,1,3,,,4
8068185,3,3,9.0,1.0,1,1,2,1,3,,,4
8068189,3,3,10.0,1.0,1,1,2,1,1,,,4
8068192,3,2,9.0,1.0,1,1,2,1,1,1.0,100000.0,4
8068195,3,3,1.0,2.0,1,1,2,2,1,1.0,34000.0,1
8068197,2,2,2.0,1.0,1,1,2,2,3,,,4
8068200,2,2,2.0,2.0,1,1,2,1,3,3.0,,4
8068201,2,2,1.0,2.0,2,1,2,1,1,1.0,4000.0,1
8068204,3,2,4.0,2.0,1,1,2,2,1,1.0,41000.0,1
8068205,3,3,2.0,2.0,2,1,2,3,1,1.0,35000.0,1
8068207,2,2,3.0,2.0,1,1,2,3,1,1.0,35000.0,1
8068208,3,3,9.0,1.0,1,1,2,1,3,,,4
8068209,3,2,7.0,2.0,1,1,2,1,1,1.0,20000.0,1
8068210,2,2,4.0,1.0,1,1,2,2,1,,,4
8068211,2,2,9.0,2.0,1,1,2,2,1,1.0,45000.0,3
8068212,3,3,1.0,2.0,1,1,2,2,1,1.0,29000.0,1
8068213,3,2,9.0,2.0,1,1,2,1,1,1.0,32000.0,1
8068215,2,2,2.0,2.0,2,1,1,1,1,1.0,48000.0,1
8068216,2,2,4.0,1.0,1,1,2,3,3,,,4
8068217,3,3,2.0,2.0,1,1,2,2,1,1.0,30000.0,1
8068220,2,2,10.0,2.0,1,1,2,1,1,1.0,26000.0,1
8068224,3,3,9.0,1.0,1,2,2,2,3,,,4
8068226,3,2,9.0,1.0,1,2,2,1,1,1.0,30000.0,4
8068232,2,2,2.0,1.0,1,1,2,1,3,,,4
8068233,3,3,1.0,1.0,1,1,2,2,3,1.0,9000.0,4
8068234,2,2,9.0,2.0,1,1,2,1,1,1.0,30000.0,4
8068235,2,3,1.0,1.0,1,1,2,1,3,1.0,27000.0,4
8068238,3,1,,1.0,1,1,2,2,1,,,4
8068239,2,3,1.0,1.0,1,1,2,2,1,,,4
8068242,3,3,2.0,1.0,1,1,2,1,3,3.0,,4
8068248,2,2,1.0,2.0,1,1,2,2,1,1.0,20000.0,1
8068253,3,3,2.0,1.0,1,1,2,2,3,,,4
8068254,2,3,9.0,2.0,1,1,2,1,1,1.0,20000.0,1
8068255,2,2,2.0,2.0,1,1,2,2,1,,,4
8068259,2,2,1.0,1.0,1,1,2,1,1,1.0,26000.0,4
8068262,3,3,1.0,1.0,1,1,2,2,3,3.0,,4
8068263,2,2,9.0,1.0,1,2,2,1,4,,,4
8068264,3,2,9.0,1.0,1,1,2,1,4,,,4
8068265,3,2,2.0,1.0,1,1,2,2,3,1.0,12000.0,4
8068268,3,3,10.0,2.0,1,1,2,1,1,1.0,45000.0,1
8068275,2,2,4.0,1.0,1,1,2,1,1,1.0,35000.0,4
8068278,2,2,3.0,2.0,1,1,2,3,1,1.0,70000.0,4
8068281,3,3,9.0,1.0,1,1,2,2,1,1.0,120000.0,4
8068283,3,1,,1.0,1,1,2,3,1,1.0,37248.0,1
8068287,2,2,9.0,1.0,1,1,2,2,1,,,4
8068289,3,3,2.0,1.0,1,1,2,2,1,,,4
8068291,2,2,1.0,1.0,1,1,2,2,3,1.0,22000.0,4
8068293,3,3,2.0,2.0,2,1,2,2,1,1.0,74000.0,1
8068294,3,3,9.0,1.0,1,1,2,2,3,,,4
8068296,2,3,9.0,1.0,1,1,2,2,3,1.0,25000.0,4
8068297,3,3,1.0,1.0,1,2,2,2,3,3.0,,4
8068300,2,2,9.0,1.0,5,1,2,1,4,,,4
8068304,2,3,2.0,2.0,2,1,2,2,1,1.0,15000.0,1
8068305,3,3,9.0,1.0,1,2,2,1,3,,,4
8068308,3,3,9.0,1.0,1,2,2,2,3,,,4
8068309,2,1,,2.0,1,1,2,3,1,1.0,38000.0,1
8068311,3,3,9.0,1.0,1,1,2,2,3,,,4
8068312,2,2,3.0,2.0,2,1,2,1,1,1.0,8000.0,1
8068313,3,3,2.0,2.0,2,1,2,2,1,2.0,,1
8068316,2,2,1.0,2.0,1,1,2,2,1,1.0,30000.0,4
8068318,2,2,9.0,1.0,1,1,2,2,1,,,4
8068320,2,2,1.0,2.0,1,1,2,2,1,,,4
8068327,3,3,9.0,1.0,1,2,2,2,3,,,4
8068332,2,1,,1.0,1,1,2,2,1,1.0,10924.0,1
8068334,3,3,9.0,1.0,5,2,2,1,4,,,4
8068339,2,2,9.0,1.0,1,1,2,4,2,,,4
8068342,3,3,1.0,1.0,1,1,2,3,1,1.0,42024.0,1
8068343,2,1,,2.0,1,1,2,2,1,1.0,26000.0,1
8068345,2,2,4.0,2.0,2,1,2,2,1,2.0,,1
8068346,3,3,10.0,1.0,1,1,2,1,1,1.0,20000.0,1
8068348,3,2,2.0,2.0,1,1,2,2,1,2.0,,1
8068349,2,2,1.0,1.0,1,2,2,1,3,,,4
8068351,2,2,9.0,1.0,1,1,2,2,3,1.0,35000.0,4
8068352,1,2,1.0,1.0,1,1,2,1,4,,,4
8068353,3,2,1.0,1.0,1,1,2,2,3,,,4
8068359,3,3,1.0,1.0,1,1,2,2,3,1.0,35000.0,3
8068360,3,3,9.0,1.0,1,1,2,2,1,,,4
